name	state	fips	metro	immigration	native	white	black	male	population	elevation	high_temp	low_temp	diurnal_temp	particulate	precipitation	sunlight	uvb	smoking	smoking_lower	smoking_upper	female_smoking	male_smoking	radon	drinking	meat	diabetes	obesity	education	income	mammogram	all_cancer	all_cancer_male	all_cancer_female	colorectal	colorectal_lower	colorectal_upper	breast	breast_lower	breast_upper	prostate	prostate_lower	prostate_upper	lung	lung_lower	lung_upper	female_lung	male_lung	over_65_lung	under_65_lung
Baker, FL	FL	12003	1	24.5670053217223	0.9	84.9	14.2	52.5090974437306	22259	0.03859	25.638376	15.814067	9.824309	11.016294	3.605052	17586.839105	1273.082548746	51.95	45.45	58.55	42.2	62.45	0.46	9	61	10.38	26.6	6.2	47.276	58.9	464.3	548.3	384.7	41.9	30.7	55.6	104.9	80.4	134.3	116.7	89.4	149.5	95.9	79	115.2	86.7	104.2	444.3	45.4
Bay, FL	FL	12005	1	24.0961691796025	1.5	85.8	11.2	49.5260327762672	148217	0.01561	24.642785	16.671790	7.970995	12.339653	4.326269	17706.684089	1281.947332004	51.7	46.55	56.85	43.15	60.75	0.44	15	80	8.82	21.5	20.4	47.77	69.5	477.3	570.2	400.1	41.3	37.3	45.7	111.7	102.5	121.7	159.8	148.2	172.1	85.4	79.6	91.5	68.5	105.5	443.2	33.6
Bradford, FL	FL	12007	0	27.1243418388011	0.8	77.3	21.2	55.9490953695186	26088	0.04612	25.830577	16.542034	9.288543	10.394373	3.497237	17675.890080	1303.888920147	49.65	43.55	55.75	38.55	61.85	0.47	12	61	10.24	25.7	8.6	41.126	71.6	422.8	536.5	346.5	45.4	35.4	57.4	86.2	66.2	110.5	143.3	116.8	173.9	81.2	67.5	96.9	47.7	121.7	430.3	30.7
Brevard, FL	FL	12009	1	22.7977668180701	0.9	88.3	9.0	48.9649959053399	476230	0.00984	27.021004	19.782417	7.238587	9.213807	3.623718	20123.527131	1411.224891269	52.55	48.6	56.55	45.9	59.75	0.46	18	61	8.5	22.5	26.2	49.523	71.2	492.3	572	426.1	44.3	42.2	46.5	120.9	115.9	126.2	138.7	133.4	144.2	82.4	79.6	85.3	70.4	96.7	427.5	32.5
Broward, FL	FL	12011	1	25.7143740112385	0.5	72.4	22.2	48.2577519164914	1623018	0.00775	28.021226	20.924367	7.096859	8.148175	3.694064	18921.896833	1444.262159325	43	40.3	45.7	36.1	50.65	0.5	12	45	7.28	19.4	29.6	51.694	66.2	452.1	508.6	411.8	45.3	44	46.7	118.7	115.7	121.7	134.1	130.6	137.6	62.8	61.3	64.5	56.1	71.8	357.4	20.2
Calhoun, FL	FL	12013	0	16.2834311806915	2.0	81.2	16.1	53.9602058846124	13017	0.0351	24.872303	15.586125	9.286178	12.318823	4.144935	17369.156774	1279.810783717	50.4	44.25	56.55	39.35	62.55	0.48	8	80	9.74	25.8	11.6	31.699	59.3	382.9	513.6	298.1	39.1	26.5	55.9	83.2	55.8	119.8	117.1	83.8	159.3	81.8	62.8	105	51.3	117.2	467.4	26.1
Charlotte, FL	FL	12015	1	30.5036624005737	0.5	93.5	4.8	47.7649035847684	141627	0.00646	27.367917	20.030648	7.337269	8.654683	3.459345	19127.538561	1493.054269073	55.1	50.3	59.8	46.8	64.4	0.98	14	45	7.84	24.7	21.3	45.037	78.7	423.2	515.5	344.4	33.3	30.3	36.6	99.9	91.5	109	136.5	128.5	145.1	69.3	65.1	73.8	57.2	83	357.1	27.6
Citrus, FL	FL	12017	0	29.0907011122061	0.9	96.0	2.6	48.0086378456197	118085	0.02288	26.558760	17.722690	8.83607	10.327793	3.576642	18177.205006	1377.046245523	55.4	49.7	61.1	46.85	64.9	1.05	9	45	8.5	22.8	16.5	37.933	67.7	456.9	549.9	376.2	39.4	36	43.1	108.4	99.2	118.4	156.3	146.8	166.4	77.9	73.2	82.9	67	90.3	402.6	30.9
Clay, FL	FL	12019	1	34.3296386273914	1.1	89.1	7.3	49.2387120598804	140814	0.01856	25.938910	16.959855	8.979055	10.165802	3.518765	17835.735859	1307.36329077	49.3	44.15	54.5	43.25	55.7	0.5	20	61	8.7	22.6	23.8	61.185	67.3	476.7	542	423.6	44.1	39.6	48.9	116.6	107	126.9	136	124.7	148.1	85.6	79.4	92.2	75.9	96.8	478.7	28.7
Collier, FL	FL	12021	1	33.0493915833953	0.5	87.4	5.5	50.0666329855158	251377	0.00859	28.128360	20.447220	7.68114	8.313773	3.568753	19177.473066	1503.022232065	47.5	42.15	52.8	41.35	53.75	0.73	13	45	6.9	20	30.8	58.106	71.7	408	475.5	349.5	32.1	29.8	34.5	97.9	91.7	104.4	161.6	154.7	168.8	52.9	50.1	55.8	48.1	58.2	284.2	19.4
Columbia, FL	FL	12023	0	26.9166792681083	1.2	80.9	17.5	50.7069169925504	56513	0.03652	25.641085	15.638171	10.002914	11.018366	3.655985	17628.595902	1280.007279827	52.25	46.55	57.9	42.9	62.4	0.82	15	61	9	25.2	14.9	38.214	65.3	446.1	519.3	383.6	48.2	41.5	55.6	84.9	72.5	98.8	110.6	96.1	126.7	95.9	86.5	106.1	75.6	118.5	511	35.9
De Soto, FL	FL	12027	0	31.0045827701032	2.0	74.5	13.1	56.2047874817598	32209	0.01844	27.838069	18.539813	9.298256	8.947358	3.469387	18596.383059	1436.556530252	47.75	41.75	53.65	34.9	59.05	0.7	10	45	8.98	26	11.6	35.979	59.9	396.5	453.6	355.5	38	29.9	47.7	106	85	130.7	136.7	115.4	161	67.1	56.4	79.4	43.4	90.5	310.5	31.9
Dixie, FL	FL	12029	0	26.5290519877676	1.0	89.7	9.2	53.258118174586	16249	0.01852	25.296134	17.210790	8.085344	10.670945	3.940965	19528.099454	1336.322012797	57.7	51.5	63.95	46.85	68.95	0.52	7	80	9.42	26.4	6.2	32.312	56.5	465.2	478.1	472.5	40	28.6	54.9	112.4	83.1	149.7	86.9	63.7	116.6	112.5	93	135.3	92.9	135.6	499.1	56.5
Duval, FL	FL	12031	1	21.3158775328472	0.8	67.3	28.5	48.5031692984405	781208	0.01116	25.498460	17.210580	8.28788	10.623622	3.514883	18261.742139	1287.710003426	48.4	45.05	51.8	42.7	54.85	0.42	15	61	9.22	23.6	24.9	49.463	74.4	522.9	615.5	455.7	48.8	46.7	51.1	133.9	129.1	138.9	175.4	169.1	181.9	87.3	84.4	90.3	73.6	105.6	469.3	32.1
Escambia, FL	FL	12033	1	26.5753048306577	1.8	74.1	22.0	49.6528650521382	294410	0.03046	23.703512	15.952285	7.751227	13.224406	4.442782	17385.648662	1267.891417629	52.5	48.05	56.95	45.55	60.4	0.58	15	80	9.02	26.6	23.4	43.573	69.2	439.1	526.4	374.6	41.6	38.6	44.8	115	107.9	122.3	132.1	124.1	140.5	79.6	75.4	84	63.3	100.3	419.7	30.4
Flagler, FL	FL	12035	0	36.1162932064477	0.7	88.5	9.4	47.9350618076738	49832	0.01054	26.228144	17.831572	8.396572	9.328962	3.479044	18634.415036	1325.417349732	55.15	49.3	61	47.85	63.3	0.6	14	61	7.56	21.3	22.0	48.09	74.8	447.1	476.6	422.3	40.9	36.2	46.2	120.7	108.3	134.2	108	97.4	119.7	71.1	65.1	77.7	67.5	75.1	387.9	25.3
Franklin, FL	FL	12037	0	24.1778030518434	1.2	82.4	16.6	56.4529257483947	11728	0.00781	24.311345	17.292188	7.019157	11.706917	3.865156	19605.103249	1340.315296142	52.85	46.75	59	43.5	62.65	0.46	13	80	8.18	22.5	18.8	36.49	64.7	387.8	392.5	396.5	32.7	20.4	50.3	104.8	71.1	150.2	80.1	54.3	115.3	99.6	77.6	126.7	76.9	124.4	509.5	40.4
Gadsden, FL	FL	12039	1	16.8097605061003	0.5	39.3	57.5	47.5702530662941	45087	0.07019	24.502477	14.788114	9.714363	12.352195	3.847424	17451.659752	1261.43707537	46.4	40.8	52	37.25	57.3	0.61	10	80	10.44	27	12.3	35.728	67.4	433.7	519.9	370.7	43.3	35.5	52.3	113.6	96.5	133	143.1	121.6	167.3	61.5	52.2	72.1	37.5	94.2	312.4	25.2
Gilchrist, FL	FL	12041	1	30.4149834741094	1.1	91.6	7.3	52.9403615709635	14437	0.02346	25.792440	16.154758	9.637682	10.456620	3.709059	17758.904972	1316.234479733	49.65	43.55	55.75	39.45	60.5	1.03	17	61	8.44	24.5	8.6	37.039	63.8	462.2	533.9	402.8	40.3	28.8	55	116.9	88.5	152.1	112.2	84	147.3	96.6	78.3	118	82.4	114.8	495.5	38.8
Glades, FL	FL	12043	0	35.6311458960466	5.6	78.3	10.8	54.8506051437216	10576	0.01132	28.071242	19.366963	8.704279	8.426651	3.340505	19168.467527	1466.142683339	52.25	44.1	60.45	40.1	64.3	0.45		45	9.06	24.1	11.3	39.429	62.4	317.2	357	283.1	34.5	22.3	51.7	71.9	45.5	109.7	96.4	69.5	132	46.8	33.2	65.1		60.3	240.1	
Gulf, FL	FL	12045	0	25.2456181718148	1.5	81.1	17.4	53.3978397839784	13332	0.01249	25.032856	16.725960	8.306896	11.880088	4.208237	18553.036124	1316.431442516	52.05	46.05	57.95	41.95	62.95	0.4	11	80	8.58	24	13.6	39.178	68.7	429.5	499.3	398.1	39.9	28.2	55.3	109.3	79.5	147.7	129.8	99.7	166.7	82.2	65	102.9	55.9	108.1	450.5	28.9
Hamilton, FL	FL	12047	0	31.1922954473098	0.9	59.5	38.2	57.4547910257372	13327	0.03888	25.246242	15.410833	9.835409	11.571319	3.663053	17605.857475	1272.087864282	50.1	42.7	57.5	40.65	60.55	0.49	11	61	10.14	27.2	7.8	37.613	56.6	367.1	401.5	365	41.9	28.3	59.9	87.5	58.3	126.5	120.4	86.8	162.7	64.7	47.6	86.1	73	63	322.1	27.5
Hardee, FL	FL	12049	0	21.7973462002413	1.1	72.1	8.9	54.3655802212488	26938	0.03291	27.784765	18.338467	9.446298	9.327086	3.457827	18576.070869	1436.518249358	42.9	36.9	48.95	29.15	55.75	0.67	5	45	11.26	26.1	7.5	37.466	55.1	379.5	405.1	364.8	41.8	31.9	53.8	50.6	34.9	71	110.7	87.2	138.2	64.2	51.6	78.9	56.5	71.8	322.1	26.9
Hendry, FL	FL	12051	0	26.1577684463107	1.2	68.8	15.2	55.5647611157139	36210	0.00994	28.321585	19.427361	8.894224	8.125182	3.385365	18612.786943	1478.09332351	40.8	34.75	46.8	28.7	51.35	0.79	10	45	8.34	24.6	8.2	37.298	54.6	411.3	485.6	341.1	46.4	36.7	57.8	89	69.7	112	95.5	76.1	118.1	75.2	62.8	89.4	54.1	95.1	396.3	28.8
Hernando, FL	FL	12053	1	27.978449173031	0.7	93.8	4.4	47.4992737114111	130802	0.02608	26.438672	18.576884	7.861788	10.365544	3.581719	18197.234408	1381.802287787	53.75	48.1	59.4	45.35	63.25	0.75	12	45	8.34	19.2	16.2	42.011	66.9	465.7	544.5	399.4	45.9	42.2	49.9	105.7	97.5	114.5	129.8	121.5	138.8	83.5	78.8	88.5	69.1	100.6	443.5	31.5
Highlands, FL	FL	12055	0	26.5222800681266	0.8	84.7	9.8	48.7603873360346	87366	0.03669	27.911303	18.709990	9.201313	8.882604	3.410241	18713.373597	1434.932218578	45.9	40.1	51.65	32.9	60	0.45	12	45	9.04	22.5	14.6	34.946	66.8	436.6	494.6	390.8	42.8	38.3	47.9	89.7	79.3	101.2	111	100.9	122	77.8	71.9	84.2	68.2	89.6	402.6	30.9
Hillsborough, FL	FL	12057	1	24.0131819138472	0.9	77.1	15.8	48.9286729639581	998948	0.01963	27.565860	18.469021	9.096839	10.167843	3.393578	18416.426718	1422.528084155	44.5	41.35	47.65	36.7	52.9	0.75	17	45	8.46	22.5	28.8	49.536	71.7	487.8	556.6	434.5	48.4	46.6	50.2	122.6	118.7	126.6	146.6	142	151.4	74.9	72.7	77.3	61.3	92.1	403	27.5
Holmes, FL	FL	12059	0	24.6819919000627	2.0	91.2	6.7	53.038138332256	18564	0.04249	24.762253	14.813010	9.949243	12.931950	4.010652	17300.285767	1280.402347985	55.5	49.45	61.55	44.2	67.55	0.61	8	80	9.56	26.1	11.1	32.247	58.5	247.2	283.8	214.2	30.9	21.4	43.4	54.2	36.6	78	43.4	27.3	65.5	53.8	41.1	69.3	44.9	63.7	237.9	27.2
Indian River, FL	FL	12061	1	27.3720358253283	0.5	88.4	8.6	48.370474647401	112947	0.01091	27.872106	19.794353	8.077753	8.848258	3.800759	19038.625593	1433.460884692	50.4	44.75	56	42.1	59.65	0.5	9	45	7.38	19.9	26.7	47.341	72.7	459	524.5	406.1	47	42.9	51.5	120.7	110.6	131.5	120.8	111.6	130.7	74.7	69.6	80.1	65.3	86	384.3	29.9
Jackson, FL	FL	12063	0	20.6178112218381	1.4	71.3	27.1	52.4713934338573	46755	0.04616	24.799759	14.812805	9.986954	12.708348	3.873942	17344.164060	1277.910976643	47.6	42	53.25	38.25	58.35	0.66	8	80	9.62	24.8	12.8	38.257	64.0	268.2	313.8	240	32.7	26.4	40.1	51.8	40.8	65.1	68.6	55.3	84.1	50.7	42.9	59.6	35.6	70.3	248.4	22.1
Jefferson, FL	FL	12065	1	23.5298921920941	0.9	60.2	38.6	51.0075957215936	12902	0.04962	24.833856	15.131496	9.70236	11.961417	3.923954	17624.879387	1268.709299184	45.6	39.7	51.45	36.4	56.05	0.44	5	80	9.52	25.2	14.7	41.359	66.7	430.2	485.6	394.8	32.5	21.9	47.1	118.1	87.7	156.6	139	104.8	181.2	64.7	48.9	84.4	35.9	98.4	334.6	25.7
Lafayette, FL	FL	12067	0	32.2507552870091	1.3	80.1	14.7	59.8120193677015	7022	0.0264	25.426370	15.800245	9.626125	10.987853	3.812518	18302.428230	1308.448564583	49.3	42.6	56	37.85	60.5	0.6	9	80	9.74	23.7	9.0	46.445	63.4	317.4	331.8	310.1				85	47.8	141.1				91.8	64.1	127.5		108	473.2	
Lake, FL	FL	12069	1	32.1361996392063	0.7	88.4	8.6	48.3859629122967	210528	0.03202	27.199622	17.540769	9.658853	9.813035	3.409457	18154.291968	1365.170517586	50.85	45.95	55.8	41.35	61.4	0.52	12	61	8.16	23	20.3	46.477	64.2	474.7	550	412.3	45.7	42.9	48.6	111.7	105.1	118.7	162	154.9	169.4	72.9	69.5	76.3	62.5	85.1	362.9	30.9
Lee, FL	FL	12071	1	27.915688287939	0.6	88.9	7.1	48.8795340313186	441069	0.007	27.220815	20.823625	6.39719	8.328519	3.618877	19014.523654	1496.385990636	53.25	49.25	57.25	43.9	63.3	0.98	14	45	7.84	21.8	24.6	50.014	71.4	428.6	505.8	361.6	36.4	34.6	38.3	105.7	101	110.6	147.9	142.8	153.2	65.8	63.4	68.3	57.1	75.8	346.2	25.2
Leon, FL	FL	12073	1	33.0850884732277	0.7	67.5	29.7	47.6646676578187	239452	0.04741	24.760102	15.026161	9.733941	12.133696	4.116152	17503.703367	1261.476568067	44.4	40.15	48.7	40.4	48.95	1.1	19	80	8.44	21.2	41.3	44.49	75.4	417.1	466.4	380.9	41.6	37.7	45.8	127.7	118.5	137.3	140.1	129.4	151.3	62.3	57.5	67.5	49.6	79	325.8	24.2
Levy, FL	FL	12075	0	29.7713916494877	1.2	87.1	11.2	48.4470246734398	34450	0.02303	25.816442	17.212362	8.60408	10.401226	3.818877	18088.047376	1318.078847964	54.2	48.55	59.85	46.25	62.8	1	11	80	9.14	24.6	12.2	35.737	61.6	475	561.6	395.5	48.5	40.2	58.2	112.8	95.2	133	126	107.8	146.9	101.8	90.2	114.8	76	130.6	530.7	39.8
Liberty, FL	FL	12077	0	28.9564824574612	2.4	77.4	18.7	59.1653610596781	7021	0.04625	24.797546	15.714768	9.082778	12.062795	4.157254	17514.742915	1265.152013795	53	46.45	59.55	42.65	63.8	0.5	10	80	10.64	25.3	15.1	40.777	58.7	369.8	416.2	344				93.1	52.8	152.7	115.4	68.4	180.9	63.4	40.1	95.4				
Madison, FL	FL	12079	0	16.9216819675847	0.8	58.3	40.7	51.8336625206854	18733	0.03964	25.047970	15.101128	9.946842	11.721034	3.708909	17526.419457	1270.537117053	46.85	41	52.7	35.3	59.85	0.55		80	9.7	25.2	10.6	37.459	63.4	320	386.5	274.5	45	33.1	59.8	67.7	47.3	94.4	103.2	77.3	135.2	58	44.4	74.4	34.6	86.6	276.2	26.4
Manatee, FL	FL	12081	1	28.5264493743072	0.6	87.5	8.6	48.3136491390217	264002	0.00998	27.528123	19.095468	8.432655	9.513659	3.555898	18546.001796	1448.962944995	49.1	45	53.3	41.4	57.75	0.59	13	45	7.06	21.1	25.6	47.812	72.7	410.7	464.2	368.6	39.9	37.4	42.6	106	99.8	112.6	116.3	110	122.8	63.5	60.3	66.8	54.5	74.3	338	23.8
Marion, FL	FL	12083	1	26.9487505949064	1.0	85.3	12.0	48.256963648442	258916	0.02999	26.623047	17.075573	9.547474	9.935036	3.467147	17919.836885	1323.989618288	54.25	50.05	58.45	46.85	62.65	1.8	13	61	8.64	26	17.1	40.339	70.2	491	578.6	418	48.8	46	51.7	119.7	113.1	126.5	161.4	154.4	168.6	84.8	81.2	88.5	69	103.4	432.5	34.5
Martin, FL	FL	12085	1	31.127913784147	0.6	90.7	5.6	49.074022930459	126731	0.00932	27.234281	20.861413	6.372868	8.227928	3.625398	18963.486177	1434.286299574	48.55	43.3	53.8	41.55	56.15	0.46	14	45	6.68	20.9	29.4	53.21	73.7	439.4	506.4	384.6	36.6	33.1	40.4	118	108.3	128.5	141.5	131.9	151.8	66.2	61.7	71	59.3	74.3	380.4	20.8
Miami-Dade, FL	FL	12086	1	16.863408887405	0.4	72.3	21.6	48.3231278418647	2253685	0.00905							1511.823120809	33.95	31.8	36.2	25.7	43.25		13	45	7.44	18.5	26.2	43.605	64.8	411.6	487.7	357.3	46.6	45.5	47.8	104.9	102.5	107.3	144.3	141.2	147.3	47.4	46.3	48.6	32.8	66.7	258.1	17
Monroe, FL	FL	12087	0	30.2931809543781	0.9	92.1	5.2	53.2473080450816	82442	0.00458	27.869117	21.934394	5.934723	8.671134	3.704156	20314.899609	1547.053238996	51.1	45.8	56.4	45.15	56.35	0.53	20	45	7.34	22.6	28.7	53.821	71.5	391.8	410.3	366.8	42.3	36.7	48.7	104.2	91.3	118.7	72.4	62.6	83.5	65.8	58.8	73.5	63.3	68.5	331.4	27.4
Nassau, FL	FL	12089	1	26.2022604713009	0.9	91.0	7.9	49.3262577389314	57663	0.01237	25.502230	16.276127	9.226103	11.164709	3.532366	18020.430352	1286.651881744	51.95	46.5	57.5	44.85	59.55	0.46	17	61	8.18	23.3	21.9	58.712	68.7	478.8	539.8	427.2	43.9	37.7	51	126.9	112.1	143.1	152.1	135.7	170.2	81.7	73.1	91	70	95.4	440.1	29.8
Okaloosa, FL	FL	12091	1	31.4865245562964	1.4	85.9	9.9	50.5343171180894	172155	0.02802	24.437604	15.647335	8.790269	12.985875	4.301617	17403.522971	1281.63844855	53.45	49.25	57.75	47.2	59.95	0.47	16	80	8.58	23.1	26.8	54.242	71.2	467.8	517.5	430.1	44.5	40.4	49	135.9	125.8	146.6	120.2	110.3	130.7	78.7	73.2	84.6	68.1	92.2	456.6	24.1
Okeechobee, FL	FL	12093	0	23.7547664442326	1.0	81.0	8.3	53.5923141186299	35910	0.01181	27.755959	19.283585	8.472374	8.697792	3.421266	18577.854977	1433.802816136	50.45	44.6	56.35	38.8	61.7	0.51	16	45	8.9	26.5	11.4	38.339	55.1	498.8	565.1	448.7	48.3	39.6	58.4	118.5	98.2	141.9	106.1	88.1	126.8	102.1	89.7	115.9	87.5	118.3	579.3	33.1
Orange, FL	FL	12095	1	31.5307193814821	0.8	70.9	19.5	49.5028694340566	896344	0.03285	27.368001	18.037452	9.330549	9.600442	3.557404	18535.826849	1374.486211339	41.55	38.3	44.9	33.3	50.35	0.59	15	61	8.68	21.4	30.3	50.138	62.3	479.3	549.5	427.1	50.4	48.3	52.5	123.6	119.3	128.1	152.7	147.3	158.3	71.6	69	74.2	59.9	86.3	404	23.5
Osceola, FL	FL	12097	1	38.4704238472287	0.9	80.0	8.4	49.2901161206542	172493	0.02499	27.632395	18.369642	9.262753	9.432274	3.503098	18697.673142	1398.721512465	47.55	42.6	52.5	40.7	54.9	0.47	13	61	8.94	22.7	18.3	46.328	60.6	403	452.4	362.9	45.8	42	49.7	98.7	91.3	106.7	117.6	108.8	126.8	56.2	52.1	60.7	48.6	65.4	298.7	21.2
Palm Beach, FL	FL	12099	1	24.5664980449041	0.5	80.4	14.9	48.3333392268632	1131184	0.00989	27.583867	20.613443	6.970424	7.962560	3.553820	18922.405003	1437.569838521	46.55	43.4	49.75	41.4	52.3	0.49	12	45	7.26	20.7	31.8	53.242	74.3	437.7	485.2	402.7	38.1	36.8	39.4	120.6	117.3	124.1	119.9	116.5	123.3	61.5	59.9	63.1	57.9	66	337.5	21.5
Pasco, FL	FL	12101	1	28.9800051394378	0.9	94.9	2.3	47.9796383043522	344765	0.01893	26.954216	18.537682	8.416534	10.392635	3.535191	18252.061652	1381.802287787	53.7	49.3	58.1	45.35	63.05	0.65	12	45	8.1	23.5	20.0	44.228	62.1	465.4	541.8	404.8	43.9	41.6	46.3	106.7	101.5	112.2	140.3	134.4	146.4	78.5	75.5	81.7	68.5	91.2	406.8	31
Pinellas, FL	FL	12103	1	22.0932752901021	0.7	87.2	9.4	47.6361990793092	921482	0.0129	25.161308	21.653309	3.507999	10.440556	3.472872	19257.724095	1427.914567721	52.1	48.85	55.3	45.85	59.15	0.47	14	45	7.5	22.5	27.1	45.258	72.3	456.7	515.2	414.2	41.6	40	43.2	125.1	121.2	129.2	122	118.1	126.1	75.9	73.8	78.1	66.1	88.8	397.7	29.4
Polk, FL	FL	12105	1	21.2869058652191	0.8	80.9	14.1	49.0502640910556	483924	0.04688	27.643648	17.997228	9.64642	9.750114	3.434482	18459.561997	1410.664646674	50.65	45.8	55.4	42.5	59.45	0.75	10	45	8.4	24.7	18.0	43.946	64.4	501.9	588.7	432.4	53	50.6	55.4	109.1	104.2	114.2	151.2	145.4	157.1	83.9	80.9	86.9	67.8	103.5	457.6	29.8
Putnam, FL	FL	12107	0	20.4381993549657	0.9	78.9	17.3	49.4028939409	70423	0.02227	26.321103	16.991251	9.329852	9.668270	3.529641	17875.466233	1324.819426107	54.25	48.7	59.85	44.8	64.55	0.5	12	61	9.34	25.3	12.2	34.645	66.0	480.6	573.2	401.4	45	39.3	51.4	107.7	94.9	121.9	139.2	124.9	154.8	94.5	86.2	103.5	78.2	114.2	481.8	38.5
St Johns, FL	FL	12109	1	35.6416386054203	0.6	91.8	6.5	48.5759532220733	123135	0.00938	25.843579	17.769151	8.074428	9.694127	3.496627	18715.471646	1313.750812029	50.7	45.55	55.85	45.9	55.85	0.46	15	61	7.32	19.8	38.7	62.663	71.3	446.6	502.9	399	35.1	31.6	38.8	126.3	117	136.2	135	125.1	145.5	69.9	65	75.2	60.9	80.7	409.9	20.8
St Lucie, FL	FL	12111	1	25.7376571864923	0.6	80.3	16.2	48.8435091725265	192695	0.01007	27.065299	21.016329	6.04897	8.482193	3.722162	19381.138756	1433.460884692	51.25	46.6	56	41.85	61.45	0.45	11	45	7.94	23.2	17.8	45.196	72.3	408.4	455.4	370.1	39.7	36.8	42.8	105.9	98.8	113.3	112.3	105.3	119.7	68	64.3	71.9	59	78.6	350.1	27.2
Santa Rosa, FL	FL	12113	1	33.4394180495567	1.9	92.5	4.6	50.1592451355919	117743	0.03534	23.997602	16.023299	7.974303	13.119393	4.408611	17408.476906	1274.119595669	50.2	45.35	55.1	44.3	56.5	0.62	14	80	7.82	22.5	24.7	55.129	71.3	445.1	507	391	44.2	39.5	49.4	123.1	112.3	134.6	114.9	104	126.6	81.3	74.9	88.2	63.5	101.2	453.8	27.4
Sarasota, FL	FL	12115	1	26.3044678562652	0.5	93.5	4.5	47.3737333451958	325957	0.00981	27.305611	19.620555	7.685056	9.141719	3.625659	18734.683113	1452.767497048	51.95	46.6	57.35	44.7	60.25	0.71	12	45	6.56	19.9	29.1	49.388	75.2	440	498.1	394.9	37.9	35.7	40.1	123.6	117.6	129.9	146.4	140.5	152.6	66.5	63.7	69.3	62.3	71.8	349.3	25.5
Seminole, FL	FL	12117	1	33.1107855264966	0.8	84.2	10.2	48.9534387014097	365196	0.02265	27.175772	18.048522	9.12725	9.469890	3.556172	18154.359392	1370.944856659	49.05	44.9	53.25	41.45	57.25	0.55	19	61	7.86	20.5	33.6	58.971	69.5	417.7	470.1	378.3	38.3	35.6	41.2	113.5	107.3	120	123.6	116.4	131.1	60.4	57	64	52.3	71.1	354.5	17.9
Sumter, FL	FL	12119	0	44.4086525321151	1.1	83.8	14.1	53.0733901958946	53345	0.0261	27.018004	17.447855	9.570149	10.107188	3.410963	18248.849313	1379.490343922	54.8	49.1	60.5	44.9	65.65	1.37	12	61	8.26	25.8	19.0	43.079	67.9	666.1	816.8	547	60.3	52.9	68.4	162.4	145.5	181	238.8	220.2	258.9	116.6	106.5	127.4	94.4	145	733.2	27.4
Suwannee, FL	FL	12121	0	26.2923541431578	1.1	85.7	12.4	48.8233268281483	34844	0.03011	25.455004	15.530378	9.924626	11.161577	3.699228	17607.861366	1275.608690184	52.85	47.25	58.45	44.25	62	0.55	9	61	8.74	25.8	10.2	36.352	62.9	467.1	548.6	406	54	45.2	64.1	107.4	90	127.3	102.5	85.5	122.1	83.6	72.8	95.6	59.3	115.4	409.9	36.4
Taylor, FL	FL	12123	0	19.2093203025785	1.8	79.0	19.3	51.0646032405484	19256	0.02156	24.640380	17.001679	7.638701	11.387902	3.919823	18542.288821	1294.321732762	54.65	48.85	60.45	45.6	64.75	0.69	11	80	9.16	28.4	12.0	37.408	65.8	457.1	541	390.5	50.4	38.5	65.1	117.9	91	150.6	120.9	94.1	153.3	99.7	82.6	119.5	79.9	126.5	487.1	43.7
Union, FL	FL	12125	0	31.8328480365153	1.4	74.8	23.3	64.6704359470317	13442	0.03585	25.749410	15.964272	9.785138	10.605428	3.576393	17656.983488	1284.679952775	48.1	40.95	55.15	36.05	60.8	0.8	19	61	11.08	25.1	9.3	41.794	57.9	1345.4	1840.2	678.2	124.1	98.5	154.4	206.8	155	270.3	380.5	315.5	454.9	258.9	221.2	301.2	81	403.4	763.7	185.9
Volusia, FL	FL	12127	1	24.7133812355742	0.8	87.3	9.7	48.5766099836921	443343	0.0136	26.716810	18.107851	8.608959	9.360970	3.589410	18545.207712	1350.548833986	56.3	52.55	60.15	49.75	63.6	0.53	15	61	7.42	23.8	21.0	44.4	67.4	437.8	489.3	400.3	43.7	41.5	45.9	112.6	107.5	117.9	101.7	96.9	106.7	76.7	73.9	79.6	65	91	395.5	30.6
Wakulla, FL	FL	12129	1	30.0288425753629	1.2	87.2	11.8	51.7692341337532	22863	0.0186	24.638493	15.811370	8.827123	11.888539	4.070420	18304.340130	1263.464325137	49.55	44.15	54.9	40.95	58.5	0.47	20	80	8.46	26.3	17.3	53.301	68.0	386	454.1	325.6	38.1	29.2	49.1	92.7	73.1	116.3	107.7	86.8	132.4	78.7	65.8	93.5	58.9	100.3	397.1	32.6
Walton, FL	FL	12131	0	30.3920293436695	2.6	90.3	7.3	51.2598211866703	40601	0.06536	24.718384	15.524957	9.193427	12.822317	4.287070	17404.660705	1281.486696267	52	46.45	57.55	44.2	60	0.52	16	80	8.2	22.9	25.0	47.273	66.8	336.4	400.3	283.3	31.5	25.7	38.4	84.6	70.8	100.4	80.4	67.3	95.5	65.1	56.6	74.6	45.2	88.3	361.9	22.2
Washington, FL	FL	12133	0	28.4590796083008	2.8	83.5	14.1	51.4137224049969	20973	0.03802	24.879947	15.267577	9.61237	12.658283	4.138115	17309.453919	1280.282379306	52.9	47.1	58.75	42.3	64.35	0.55	7	80	9.6	27.1	12.8	36.216	61.1	293.3	374.1	228.3	25.4	17.6	35.6	43.5	29.1	63	80.6	59.9	106.2	63.4	50.6	78.5	40.3	91.8	325.5	25.4
